hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude
City Hotel,0,28,2023,March,8,20,13,0,11,1,0,0,FB,ITA,Groups,TA/TO,0,1,1,H,E,4,No Deposit,10,,7,Transient,231.51157705258822,2,2,Check-Out,2022-01-12,31.241206794977135,121.43938448517383
City Hotel,0,116,2023,February,5,46,29,1,12,3,1,1,BB,ITA,Direct,TA/TO,0,0,2,G,G,1,Refundable,18,,10,Transient-Party,461.3761647093012,1,2,Check-Out,2022-09-06,31.17138415156614,121.41170793833336
Resort Hotel,0,24,2023,May,11,28,13,1,7,4,3,1,FB,ITA,Groups,Corporate,0,0,2,E,E,4,No Deposit,,,15,Transient,121.67702550519655,0,4,Check-Out,2022-07-14,31.194773852659566,121.46859362539591
City Hotel,0,26,2023,July,12,23,18,1,13,2,0,1,HB,GBR,Groups,TA/TO,0,2,1,D,C,3,No Deposit,11,,1,Transient,140.74950804568167,2,4,Check-Out,2022-03-11,31.17617057441735,121.425617347726
Resort Hotel,0,101,2022,May,12,46,3,2,12,1,0,1,FB,ESP,Online TA,TA/TO,0,2,3,H,C,0,No Deposit,19,,10,Transient-Party,53.10323865937755,2,0,Check-Out,2023-02-27,31.152715311473727,121.49258975763331
City Hotel,0,85,2023,October,1,45,17,2,6,3,2,1,BB,ESP,Online TA,Direct,0,1,4,H,C,4,No Deposit,15,6,19,Transient,409.35312446167734,0,0,Check-Out,2022-08-03,31.236852354612196,121.51915988718038
City Hotel,0,102,2022,December,7,33,30,2,3,2,0,0,FB,ESP,Online TA,Direct,0,0,1,D,H,0,No Deposit,17,,29,Transient-Party,324.90686712103616,0,3,Check-Out,2022-04-30,31.154629173114987,121.46763278183413
Resort Hotel,0,274,2022,July,8,11,26,0,4,1,3,0,FB,ITA,Online TA,Direct,1,2,2,A,H,0,No Deposit,10,,13,Transient-Party,267.27763840958335,2,0,Check-Out,2023-12-14,31.293320039647202,121.42629067337765
Resort Hotel,0,150,2023,March,5,44,19,0,8,4,1,0,FB,USA,Direct,Corporate,0,1,1,H,C,0,No Deposit,20,,25,Transient,165.81613773932054,2,3,Check-Out,2022-11-20,31.172975544572985,121.54247935915683
Resort Hotel,1,176,2023,July,10,28,3,2,11,4,0,0,SC,CHN,Corporate,TA/TO,0,1,2,F,G,2,No Deposit,2,,16,Transient-Party,342.8719727522252,2,0,Canceled,2022-05-26,31.234215978002233,121.43527381956231
Resort Hotel,0,154,2022,January,10,24,3,2,0,3,2,0,HB,GBR,Groups,Direct,0,1,1,H,F,0,No Deposit,12,,18,Transient,189.50214531261668,2,4,Check-Out,2022-02-22,31.275545577670602,121.54801830061133
Resort Hotel,0,135,2022,March,3,20,26,2,10,1,1,1,HB,FRA,Offline TA,Direct,1,0,4,F,D,1,No Deposit,9,,6,Transient,262.32450194779915,1,0,No-Show,2023-02-01,31.178526625411184,121.592224302673
Resort Hotel,0,336,2022,February,9,36,9,4,4,3,2,1,BB,FRA,Corporate,Corporate,0,1,3,C,F,3,Refundable,7,,12,Transient,491.7726043134136,1,3,No-Show,2022-10-22,31.21990026595746,121.40726385112761
Resort Hotel,0,182,2022,October,11,8,6,3,13,4,3,0,BB,CHN,Online TA,TA/TO,0,0,1,H,D,2,No Deposit,16,,21,Contract,253.35784014846305,1,1,Check-Out,2022-10-01,31.148942437008557,121.41616591226207
City Hotel,0,237,2022,April,10,44,21,1,11,4,3,0,HB,CHN,Offline TA,Corporate,0,0,3,C,F,4,No Deposit,9,,17,Contract,360.1105341879614,2,3,Check-Out,2022-10-21,31.13049430883295,121.4745187745433
Resort Hotel,0,47,2023,November,10,6,7,4,3,4,0,0,SC,CHN,Corporate,Corporate,0,1,3,D,D,1,No Deposit,11,,15,Transient,275.0623060751874,2,4,Check-Out,2022-11-10,31.151218202456576,121.45511054132587
City Hotel,0,322,2023,September,1,51,6,2,9,3,0,1,SC,ESP,Groups,TA/TO,0,0,2,B,A,2,No Deposit,,,1,Transient,404.8356524971041,0,2,Check-Out,2023-10-11,31.18855090003767,121.57500661841095
City Hotel,0,306,2023,September,2,5,17,4,13,1,3,0,FB,ITA,Direct,Direct,0,2,1,A,H,3,No Deposit,10,,5,Transient,174.78309625544574,1,0,Check-Out,2023-11-14,31.180992618001536,121.4062238286414
City Hotel,0,149,2022,May,4,4,24,1,6,4,2,0,BB,PRT,Corporate,TA/TO,0,1,2,G,F,0,No Deposit,4,,16,Transient,257.58940383215713,1,4,Check-Out,2022-11-08,31.296085926514202,121.51600802217692
City Hotel,0,122,2022,November,7,8,27,4,2,4,1,1,FB,PRT,Online TA,Direct,0,2,4,G,B,2,No Deposit,12,,21,Transient,376.9188693463909,0,1,Check-Out,2023-03-29,31.138452196987572,121.58310375242503
City Hotel,1,238,2022,January,2,6,17,1,1,4,1,0,SC,PRT,Online TA,Corporate,0,0,2,F,E,1,Refundable,7,,22,Transient,128.80403935775917,0,0,Canceled,2023-12-24,31.263709673535587,121.47238299113754
Resort Hotel,0,200,2022,May,9,38,20,4,2,3,3,1,HB,ESP,Offline TA,Direct,0,1,3,D,D,4,No Deposit,20,,0,Transient-Party,396.46090238276986,0,3,Check-Out,2023-06-28,31.14582063864113,121.55377475860352
City Hotel,0,25,2023,September,1,40,23,0,12,1,1,1,FB,ITA,Online TA,TA/TO,0,2,2,F,H,1,No Deposit,6,,22,Transient-Party,146.28176198518486,1,1,Check-Out,2023-04-02,31.243395071228374,121.44089684228864
Resort Hotel,0,360,2022,September,10,24,25,0,2,1,3,1,BB,ITA,Offline TA,Direct,0,1,3,G,A,1,No Deposit,4,,23,Transient,365.7066004110519,1,4,Check-Out,2022-03-24,31.29580005820863,121.57400268693675
City Hotel,1,275,2023,April,4,41,18,2,1,2,2,1,SC,DEU,Direct,Direct,0,2,3,C,E,4,No Deposit,16,,4,Transient,201.92869533288868,1,0,Canceled,2023-04-02,31.1896565957493,121.49962963632471
City Hotel,0,196,2022,April,10,6,21,3,4,3,1,1,SC,CHN,Online TA,Direct,0,0,3,F,A,1,No Deposit,7,,18,Transient,241.13514499716675,1,3,Check-Out,2023-05-18,31.2471359959878,121.55373186622138
Resort Hotel,0,193,2022,September,12,44,18,4,8,1,3,0,BB,ITA,Offline TA,Corporate,0,1,4,E,E,2,Refundable,7,,0,Transient,375.8622014387385,2,3,Check-Out,2022-04-05,31.112805836108794,121.55356476072764
Resort Hotel,0,58,2022,March,8,14,10,2,10,1,0,0,SC,FRA,Corporate,TA/TO,0,0,0,G,E,3,No Deposit,10,,6,Transient,404.91219425593744,0,2,Check-Out,2023-07-17,31.108461286435617,121.59904976093564
City Hotel,0,36,2022,March,11,31,1,2,2,3,1,1,BB,FRA,Groups,Direct,0,2,1,G,H,2,No Deposit,19,8,16,Transient,291.3103126406709,2,2,No-Show,2023-06-03,31.218304072997782,121.48043447530017
Resort Hotel,0,273,2022,November,1,36,27,2,13,3,1,0,BB,DEU,Direct,Corporate,0,0,4,H,F,3,No Deposit,17,,24,Transient,475.1593875346772,2,0,Check-Out,2022-06-03,31.172380813678778,121.40469603886238
City Hotel,1,336,2023,August,1,14,6,4,4,1,2,0,FB,PRT,Offline TA,Direct,1,0,2,B,B,2,No Deposit,6,,11,Transient,434.75187924133604,2,4,Canceled,2022-11-29,31.253933912074473,121.51375490273642
Resort Hotel,1,194,2023,May,6,41,6,3,13,4,0,1,BB,CHN,Groups,Direct,0,1,1,E,C,3,No Deposit,5,9,3,Group,69.73164256308405,1,2,Canceled,2023-08-09,31.1294876298661,121.50367543205356
Resort Hotel,0,289,2022,January,1,10,24,3,2,1,3,1,HB,ITA,Corporate,TA/TO,0,0,2,F,G,2,No Deposit,6,,15,Transient,493.20655841399713,1,0,Check-Out,2023-08-04,31.267745485279285,121.53679956098136
Resort Hotel,1,21,2022,November,4,20,22,2,1,3,2,1,SC,FRA,Offline TA,Direct,0,1,4,G,E,2,No Deposit,18,,29,Transient,213.00836542281587,1,1,Canceled,2022-04-15,31.128723868014035,121.53238539649415
City Hotel,1,282,2022,August,6,51,14,2,14,3,2,0,BB,CHN,Offline TA,Direct,0,0,3,A,F,3,No Deposit,8,,13,Transient-Party,423.63103750967144,1,1,Canceled,2023-10-06,31.120334935750353,121.40564288171309
City Hotel,0,83,2022,March,12,50,16,2,6,1,3,0,SC,USA,Direct,TA/TO,0,2,0,A,H,1,No Deposit,5,,28,Transient,341.7299363282076,2,1,Check-Out,2022-03-17,31.156372314102978,121.55859175488635
Resort Hotel,1,81,2022,November,7,27,17,3,13,2,0,0,BB,CHN,Online TA,Direct,0,1,4,E,B,1,Refundable,10,,27,Transient,282.20049943661826,2,1,Canceled,2023-08-19,31.16988629562383,121.4293399223428
Resort Hotel,0,265,2023,November,3,34,7,0,8,1,2,0,SC,PRT,Online TA,TA/TO,0,1,4,F,A,0,No Deposit,8,,17,Transient-Party,276.6459019258246,0,4,Check-Out,2022-05-17,31.21332263270915,121.4403119689257
City Hotel,0,241,2023,December,8,52,2,4,10,3,2,0,FB,FRA,Corporate,TA/TO,1,1,2,C,E,0,No Deposit,20,,23,Contract,389.30997585030985,1,2,Check-Out,2022-02-10,31.260556372739757,121.49985389263279
Resort Hotel,0,211,2023,September,6,18,27,1,0,1,1,0,SC,DEU,Online TA,Direct,0,2,0,H,H,1,No Deposit,12,1,5,Transient,283.73224094821205,1,4,Check-Out,2023-06-16,31.250804757621648,121.41176119390789
Resort Hotel,1,34,2022,February,11,19,21,2,0,3,3,0,BB,FRA,Direct,Corporate,0,0,3,A,F,2,Refundable,19,,29,Transient,234.13019351881437,2,3,Canceled,2022-01-23,31.272095854201268,121.4809425453189
Resort Hotel,1,218,2023,September,3,45,4,4,12,4,2,1,SC,ITA,Online TA,Direct,0,0,0,F,E,1,Non Refund,14,,12,Transient-Party,97.46641851208665,2,4,Canceled,2023-03-05,31.14921496940727,121.48158371283422
City Hotel,0,170,2022,May,11,23,2,3,4,4,2,0,SC,ITA,Direct,Direct,1,1,2,E,E,2,No Deposit,1,,11,Transient,383.4060119807933,1,2,Check-Out,2022-08-07,31.2563147073577,121.47712324796919
Resort Hotel,0,336,2022,May,4,34,29,0,1,4,3,1,BB,USA,Direct,Direct,0,0,4,C,G,2,No Deposit,19,,26,Transient,314.8359897086162,1,1,Check-Out,2022-06-15,31.240427176715063,121.53128511896257
City Hotel,0,35,2023,November,11,50,16,1,11,3,0,1,BB,DEU,Online TA,Direct,0,2,3,H,H,3,Refundable,4,,8,Transient,496.2988075986986,1,4,Check-Out,2022-12-23,31.11526017804059,121.48443765436805
City Hotel,0,302,2023,May,8,10,5,0,14,1,3,1,BB,ITA,Offline TA,Corporate,0,0,2,F,D,2,No Deposit,7,,4,Transient,319.8130956163624,0,0,Check-Out,2023-04-09,31.19837147147865,121.48957029056
Resort Hotel,1,195,2022,February,5,29,27,0,10,3,3,0,FB,ITA,Offline TA,TA/TO,0,2,0,G,G,3,No Deposit,5,5,2,Transient,282.24976679276824,1,2,Canceled,2022-10-22,31.203155222057543,121.58586613419621
City Hotel,1,311,2022,September,4,15,25,3,3,4,2,1,BB,DEU,Corporate,Corporate,0,2,2,C,E,0,No Deposit,12,,25,Transient,203.43963009126549,0,0,Canceled,2022-06-21,31.13820670166656,121.56271020516165
City Hotel,1,332,2023,July,6,2,3,4,9,3,1,0,FB,ESP,Groups,TA/TO,0,1,4,B,B,2,No Deposit,9,,25,Transient-Party,262.3436913867022,0,2,Canceled,2023-10-16,31.29646078150688,121.41123171683067
City Hotel,1,133,2023,November,9,52,15,1,11,1,0,1,SC,DEU,Groups,Direct,1,1,0,E,A,4,Non Refund,3,,17,Transient,395.1750885067851,2,2,Canceled,2023-09-19,31.195405540668002,121.56467262941014
Resort Hotel,1,146,2022,September,2,13,6,2,9,1,1,1,BB,ITA,Groups,TA/TO,0,2,4,C,B,0,Refundable,15,,9,Contract,434.7766137314155,0,3,Canceled,2023-08-17,31.276095321524817,121.57396780453422
City Hotel,0,197,2022,July,4,9,10,4,0,4,0,1,FB,GBR,Offline TA,Direct,0,1,1,D,F,1,No Deposit,9,,1,Transient,413.551721503647,2,1,Check-Out,2023-06-01,31.297645409045234,121.55077683748122
Resort Hotel,1,231,2022,February,7,41,29,2,10,3,3,0,BB,DEU,Online TA,Direct,0,2,4,D,C,1,Non Refund,11,,11,Transient-Party,479.1885091137215,1,1,Canceled,2023-01-19,31.28429749446403,121.46952174208981
Resort Hotel,1,306,2023,May,12,21,19,4,11,3,1,1,SC,FRA,Direct,Corporate,0,0,3,A,A,4,No Deposit,6,,13,Transient,361.0355946326797,0,1,Canceled,2023-01-04,31.10807503805283,121.58927587129561
Resort Hotel,0,289,2023,November,2,43,29,1,9,3,2,1,SC,USA,Direct,Corporate,0,2,3,C,H,0,No Deposit,11,,29,Transient,429.9479613537035,2,1,Check-Out,2023-04-29,31.222675758383563,121.4817310780586
Resort Hotel,1,136,2023,September,4,8,26,1,9,2,3,0,BB,CHN,Corporate,Corporate,0,1,0,G,G,1,No Deposit,12,2,20,Transient,90.12257899112026,2,3,Canceled,2022-05-21,31.193864544701768,121.52092906425908
Resort Hotel,0,76,2022,September,6,36,1,1,10,3,0,0,HB,FRA,Offline TA,TA/TO,1,2,2,E,H,4,No Deposit,17,,13,Transient-Party,341.79091524833626,1,4,Check-Out,2023-12-04,31.189607245362314,121.5347303552799
City Hotel,0,192,2023,February,12,49,2,4,0,4,0,0,SC,USA,Offline TA,TA/TO,0,2,4,C,A,2,No Deposit,20,,6,Transient-Party,416.4194652248547,0,1,Check-Out,2022-04-23,31.239526693762144,121.53373144020235
Resort Hotel,0,252,2023,November,9,23,11,2,6,3,0,0,SC,DEU,Direct,Corporate,0,1,3,H,F,2,No Deposit,4,,25,Transient,94.65640298541823,0,0,Check-Out,2023-03-31,31.16863201216351,121.57269253011368
City Hotel,0,138,2023,January,4,47,6,4,3,3,3,0,HB,USA,Offline TA,Direct,0,2,4,G,H,0,No Deposit,15,,14,Transient-Party,237.29931547863887,1,3,Check-Out,2023-09-02,31.206368928572605,121.56722619146298
City Hotel,0,135,2023,July,8,20,29,3,9,1,2,0,BB,USA,Groups,TA/TO,0,2,2,B,A,0,No Deposit,8,,18,Transient,265.6774460011503,0,3,Check-Out,2022-05-09,31.168809522270834,121.58055940686138
Resort Hotel,0,62,2022,April,5,43,3,2,6,4,3,0,HB,ESP,Groups,Direct,0,1,0,D,A,4,Non Refund,9,,9,Transient-Party,108.50354678863309,2,3,Check-Out,2022-04-16,31.192412064784023,121.5169252215093
City Hotel,0,160,2023,June,12,1,8,0,3,4,3,0,HB,CHN,Offline TA,TA/TO,0,2,3,G,B,2,No Deposit,16,,17,Contract,370.9423059102875,1,2,Check-Out,2022-10-17,31.104085468199113,121.4955982062141
City Hotel,0,277,2023,December,7,46,25,2,2,1,0,0,BB,ESP,Corporate,Direct,0,0,4,B,E,4,No Deposit,14,,4,Transient,335.4079568268812,1,3,Check-Out,2022-12-05,31.130908687288027,121.41928432531594
Resort Hotel,0,285,2023,April,11,45,23,0,12,4,3,0,HB,USA,Corporate,Direct,0,1,1,B,E,2,No Deposit,17,,9,Transient,412.87767451775835,2,1,Check-Out,2023-06-29,31.249302695285447,121.59361771357668
City Hotel,0,111,2023,June,6,50,25,1,9,2,3,0,SC,ITA,Groups,Corporate,0,1,4,H,H,1,Non Refund,12,,19,Transient-Party,408.45490979965064,2,1,Check-Out,2023-10-01,31.144368599869377,121.41649341093324
Resort Hotel,1,218,2023,May,1,51,15,2,12,4,0,0,BB,ESP,Corporate,Direct,0,2,1,F,D,4,No Deposit,11,,3,Transient,492.8005250767854,0,0,Canceled,2023-10-01,31.194043317718243,121.47213519231859
Resort Hotel,0,49,2023,September,5,13,13,3,3,1,3,0,BB,FRA,Offline TA,Corporate,0,1,0,H,A,0,No Deposit,9,3,13,Transient,439.6908208857561,1,1,No-Show,2023-09-05,31.256480412738824,121.42897370347265
City Hotel,1,212,2022,December,8,4,20,3,7,3,0,0,SC,USA,Online TA,TA/TO,0,2,1,C,G,4,No Deposit,10,,4,Transient,72.98189037516627,1,4,Canceled,2023-06-06,31.236981672006355,121.53030058799816
City Hotel,0,205,2023,December,4,23,5,1,4,4,2,1,FB,USA,Direct,TA/TO,0,0,0,F,H,1,Refundable,17,,25,Transient,366.25596942649196,1,0,Check-Out,2023-03-31,31.29715201377035,121.52739686574135
Resort Hotel,0,14,2023,November,1,47,7,4,6,3,1,0,HB,ITA,Direct,Direct,0,0,4,F,D,3,No Deposit,14,,13,Transient,83.46218659063594,1,4,Check-Out,2023-11-30,31.228498394812945,121.54841555128867
City Hotel,0,41,2023,January,2,38,28,3,13,2,0,1,FB,FRA,Online TA,Corporate,0,0,1,E,G,0,Non Refund,19,8,4,Transient-Party,435.0269222647082,1,4,Check-Out,2022-05-29,31.293822479633747,121.4159333087268
Resort Hotel,0,133,2023,July,4,43,1,3,7,2,3,1,FB,ESP,Corporate,TA/TO,0,1,2,D,A,4,Refundable,14,,19,Transient,131.39617966473747,1,0,Check-Out,2022-11-30,31.207468849796435,121.52263331624614
City Hotel,0,182,2022,June,11,24,3,0,11,3,1,0,SC,GBR,Offline TA,Corporate,0,2,4,H,B,0,No Deposit,17,,8,Transient-Party,278.69681178485575,2,4,Check-Out,2022-05-16,31.10817791524989,121.54523941918812
City Hotel,0,42,2023,February,12,41,25,3,4,1,2,0,BB,FRA,Groups,Corporate,0,2,1,H,G,0,No Deposit,7,,11,Transient,98.82830512380401,1,0,Check-Out,2022-03-01,31.146948939915916,121.58470513425523
City Hotel,0,163,2022,January,5,1,4,3,4,2,3,0,BB,ESP,Groups,Corporate,0,2,2,C,A,3,No Deposit,13,,26,Transient,350.6958036340042,1,4,Check-Out,2022-03-28,31.17816556637387,121.5142330449835
City Hotel,1,255,2022,December,11,28,15,2,11,2,1,1,HB,ITA,Offline TA,Corporate,0,0,4,A,C,0,No Deposit,10,5,10,Transient,175.1914168010947,0,3,Canceled,2023-01-24,31.24795626121,121.51636373030125
Resort Hotel,0,1,2023,June,9,11,24,4,11,2,0,0,HB,FRA,Offline TA,Corporate,0,2,4,B,H,2,No Deposit,9,,3,Transient,338.33179520453103,0,0,Check-Out,2023-08-02,31.186246748177016,121.58366643010133
Resort Hotel,1,152,2022,May,3,9,11,3,3,3,2,0,BB,FRA,Groups,Corporate,0,0,3,B,B,3,No Deposit,7,,25,Transient-Party,329.842191975688,1,0,Canceled,2022-03-09,31.126728118459674,121.57387293452287
Resort Hotel,1,335,2023,March,6,40,19,2,6,3,0,0,BB,ESP,Groups,TA/TO,0,1,2,H,C,4,No Deposit,11,,18,Transient,492.83466495237053,0,0,Canceled,2023-12-15,31.141731888868094,121.52779849009585
City Hotel,0,8,2023,February,6,18,21,4,14,2,3,0,BB,ITA,Corporate,TA/TO,0,0,0,D,A,3,No Deposit,8,,18,Transient,229.73839922191257,1,1,Check-Out,2023-01-02,31.295178074071234,121.4802885390317
Resort Hotel,0,343,2022,January,10,30,6,3,11,3,2,0,HB,CHN,Corporate,Direct,0,2,2,F,B,4,No Deposit,14,,7,Transient,271.37803056500866,1,3,Check-Out,2023-10-13,31.147690141686926,121.56108758807791
City Hotel,0,272,2023,November,1,8,5,0,5,3,1,0,BB,CHN,Corporate,TA/TO,0,2,4,A,F,4,No Deposit,4,,7,Transient,65.59695123916124,1,0,Check-Out,2022-06-18,31.185323703779776,121.57951775804725
City Hotel,1,65,2022,June,5,11,28,4,3,3,2,1,BB,FRA,Offline TA,TA/TO,0,1,3,D,C,0,No Deposit,9,,27,Transient,479.64927580439246,2,4,Canceled,2023-01-15,31.284419301141906,121.40507249819748
Resort Hotel,0,104,2022,May,3,24,24,4,9,4,2,0,BB,GBR,Groups,Direct,0,1,1,C,H,4,No Deposit,12,,18,Contract,334.34550032314957,2,4,Check-Out,2023-10-14,31.12840561456308,121.43724873351574
Resort Hotel,0,41,2023,November,2,34,5,0,7,1,2,1,BB,USA,Corporate,TA/TO,0,0,1,D,H,2,No Deposit,20,,23,Transient,356.6786145153408,0,1,Check-Out,2022-01-23,31.269573161283613,121.52752347483727
City Hotel,0,222,2023,November,1,8,30,3,0,3,2,0,SC,DEU,Direct,Corporate,0,1,4,H,B,4,No Deposit,11,,8,Transient-Party,309.27697052953675,1,0,Check-Out,2022-04-03,31.25923781771442,121.57524620621098
City Hotel,1,46,2023,October,3,6,5,4,6,3,3,1,FB,ESP,Corporate,Corporate,1,0,3,H,G,0,No Deposit,,,22,Contract,448.47671639036355,2,3,Canceled,2023-05-29,31.258394426737112,121.4704833184594
Resort Hotel,0,287,2022,November,8,23,17,0,10,3,2,1,HB,PRT,Offline TA,TA/TO,0,2,3,B,B,3,No Deposit,3,7,1,Transient,125.25638363578385,2,0,Check-Out,2023-11-16,31.17277653911846,121.41665517483568
Resort Hotel,0,73,2023,March,11,2,28,0,13,1,2,0,SC,ITA,Offline TA,Direct,0,1,2,E,B,0,No Deposit,13,,17,Transient-Party,193.32122910608834,2,1,Check-Out,2022-08-16,31.108976840682676,121.41914139777843
City Hotel,0,142,2022,October,1,27,2,3,2,1,1,0,BB,DEU,Groups,TA/TO,0,1,0,C,E,0,No Deposit,18,,19,Transient,244.84492154777047,1,3,Check-Out,2022-06-28,31.127780790377358,121.44683211239769
Resort Hotel,1,2,2023,October,7,12,19,3,6,2,2,1,HB,ESP,Corporate,Direct,0,0,1,E,G,4,No Deposit,16,,18,Transient,361.9772882191361,2,0,Canceled,2023-02-27,31.297453096612138,121.42205616910256
Resort Hotel,0,41,2022,January,2,42,22,2,2,2,2,1,HB,DEU,Direct,TA/TO,0,2,3,H,B,0,No Deposit,18,,28,Transient,488.14197606570366,0,1,Check-Out,2022-10-20,31.128986207779555,121.53093054363926
City Hotel,1,35,2022,August,2,27,25,1,2,3,3,0,SC,DEU,Offline TA,TA/TO,0,2,1,C,H,0,No Deposit,13,,24,Transient,157.37635677548172,1,1,Canceled,2023-06-19,31.27850805141839,121.57773505978788
Resort Hotel,0,250,2022,February,7,35,17,2,6,1,2,0,BB,DEU,Corporate,Direct,0,2,4,F,H,0,No Deposit,4,,21,Transient-Party,108.19612885602896,1,4,No-Show,2023-11-12,31.11162908812527,121.45119137560178
Resort Hotel,0,227,2022,July,12,11,9,4,13,1,1,0,HB,PRT,Online TA,TA/TO,0,0,3,G,E,1,No Deposit,16,,0,Group,146.99938305140807,2,4,Check-Out,2023-10-18,31.125727419949058,121.56049891432127
City Hotel,0,361,2022,October,9,33,29,3,7,3,1,1,FB,FRA,Direct,Direct,0,1,0,D,A,3,No Deposit,1,,22,Transient,57.60842830929451,2,3,Check-Out,2023-06-19,31.205973580797615,121.45149742674266
Resort Hotel,0,23,2022,October,12,23,25,1,12,2,3,0,HB,GBR,Online TA,Direct,0,2,1,B,D,4,No Deposit,1,,10,Transient,126.19663329412252,1,1,Check-Out,2022-11-26,31.227493916930815,121.47949880700922
City Hotel,0,202,2022,December,11,16,9,0,4,4,1,0,FB,GBR,Direct,TA/TO,0,1,2,H,F,4,No Deposit,5,,26,Transient,280.19745903992487,1,4,Check-Out,2022-09-11,31.188735105320035,121.47515991449909
City Hotel,0,354,2022,January,5,40,14,0,11,1,2,1,SC,USA,Online TA,Corporate,1,2,3,A,H,4,No Deposit,20,,24,Transient,80.949184557184,0,0,Check-Out,2022-02-21,31.286749137254425,121.49421183466163
City Hotel,0,317,2023,December,6,11,9,1,3,3,0,1,SC,CHN,Direct,TA/TO,0,1,1,B,C,4,No Deposit,11,,18,Transient-Party,233.65034905718736,0,1,Check-Out,2023-01-01,31.27236814005523,121.59291559339788
Resort Hotel,0,36,2023,October,12,9,25,4,3,1,2,0,FB,USA,Groups,Corporate,0,2,2,E,F,2,No Deposit,14,,11,Transient,391.5744326534324,2,1,Check-Out,2023-05-15,31.20529889483537,121.4389512824129
Resort Hotel,1,206,2022,March,3,42,27,2,10,4,0,0,SC,CHN,Groups,Corporate,0,2,4,F,B,4,No Deposit,4,,15,Contract,67.68904823051307,1,2,Canceled,2022-06-14,31.24975725485518,121.49764150819382
Resort Hotel,1,69,2022,December,8,43,23,3,12,3,3,1,SC,FRA,Groups,Direct,0,1,2,F,F,4,No Deposit,10,,21,Transient-Party,412.1919356533418,2,2,Canceled,2022-05-03,31.207832624504746,121.51561324396644
Resort Hotel,1,268,2022,December,8,5,1,1,9,1,0,0,HB,PRT,Direct,Direct,0,2,2,E,F,2,No Deposit,14,,25,Transient,396.13798029933366,2,3,Canceled,2023-12-12,31.226795878565877,121.42462931551033
Resort Hotel,0,5,2022,February,5,19,18,1,0,2,2,1,BB,ITA,Direct,Direct,0,2,3,A,B,1,No Deposit,19,,4,Transient,138.60304263622606,2,2,No-Show,2022-12-07,31.11525366283164,121.4637191267457
City Hotel,0,172,2022,October,11,31,24,3,14,1,0,0,BB,GBR,Groups,Direct,0,1,4,B,F,1,No Deposit,7,,4,Transient,384.45243706297083,0,0,Check-Out,2023-01-06,31.121021832077986,121.58981524494503
City Hotel,0,348,2023,July,9,23,1,4,4,1,1,0,HB,USA,Offline TA,Corporate,0,1,4,E,A,3,Refundable,15,8,9,Transient,197.96975676402903,0,0,Check-Out,2022-05-01,31.288689477181876,121.54497003729688
City Hotel,0,266,2023,March,4,43,27,1,9,1,0,0,SC,ITA,Online TA,Corporate,0,0,4,G,E,2,No Deposit,2,,6,Transient,242.56420648141625,0,3,Check-Out,2022-02-22,31.203087153551543,121.44783045482734
City Hotel,1,317,2022,November,3,23,28,0,8,1,1,0,HB,DEU,Offline TA,Direct,0,1,0,H,D,1,No Deposit,1,,2,Transient-Party,421.2119631529493,1,0,Canceled,2022-02-17,31.131861533542665,121.54541605944426
City Hotel,0,11,2022,August,1,22,25,0,1,1,3,1,FB,USA,Corporate,TA/TO,0,0,2,G,A,3,No Deposit,14,,23,Group,317.1696995676982,1,2,Check-Out,2023-01-03,31.1004102921997,121.45472321736838
Resort Hotel,0,32,2023,April,8,24,26,1,11,4,0,1,BB,FRA,Groups,TA/TO,0,0,4,D,H,1,No Deposit,5,,19,Group,128.49827270299565,1,4,Check-Out,2023-02-28,31.207520424109784,121.48573362610077
Resort Hotel,0,322,2023,August,3,39,14,1,11,1,0,0,BB,GBR,Groups,Corporate,0,0,1,H,B,0,No Deposit,10,,3,Transient,330.6428723096063,0,1,Check-Out,2023-01-20,31.298559749499717,121.48148195978192
City Hotel,0,63,2022,January,4,7,14,4,10,2,2,0,HB,PRT,Corporate,Direct,0,0,4,F,G,2,Refundable,20,,23,Transient-Party,452.5075761410724,0,1,Check-Out,2022-07-19,31.178421653183076,121.56403351137934
Resort Hotel,1,307,2023,June,7,13,2,3,3,4,3,1,BB,GBR,Direct,TA/TO,0,2,1,D,D,4,No Deposit,14,,15,Transient,262.04572104699014,0,3,Canceled,2023-11-10,31.167107242338506,121.41027632378042
Resort Hotel,1,143,2023,November,6,43,28,1,1,2,3,1,HB,FRA,Direct,Direct,0,2,3,B,C,4,No Deposit,17,,9,Transient,293.00354147705764,2,1,Canceled,2023-03-20,31.14843369254567,121.5956486523089
City Hotel,0,308,2022,January,12,34,10,4,2,4,3,0,HB,ITA,Offline TA,Direct,0,0,0,G,E,0,No Deposit,2,1,9,Contract,416.5613769136324,1,3,Check-Out,2023-09-07,31.18998872240643,121.58998089273034
