hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude,arrival_date,arrival_dayofweek,arrival_quarter,arrival_is_weekend,total_nights,weekend_ratio,total_guests,has_children,lead_time_group,avg_price_month_hotel,price_ratio,customer_Contract,customer_Group,customer_Transient,customer_Transient-Party,market_Corporate,market_Direct,market_Groups,market_Offline TA,market_Online TA,is_returning_customer,season,season_autumn,season_spring,season_summer,season_winter,is_peak_season,total_price
Resort Hotel,0,227,2022,November,11,13,30,0,3,1,3,1,FB,FRA,Online TA,TA/TO,0,2,0,A,G,4,Refundable,20.0,5.0,16,Contract,245.15946475650952,2,4,Check-Out,2023-11-18,31.1877596426858,121.4091304259906,2022-11-30,2,4,0,3,0.0,5,1,six_months,291.7169324824849,0.8404019014947968,True,False,False,False,False,False,False,False,True,0,autumn,True,False,False,False,0,735.4783942695285
Resort Hotel,1,272,2022,February,2,13,22,0,0,1,1,0,BB,DEU,Groups,Direct,0,0,3,C,E,1,No Deposit,19.0,5.0,26,Transient,69.01418601314344,2,0,Canceled,2023-12-28,31.14022679583615,121.48579735646226,2022-02-22,1,1,0,0,0.0,2,1,six_months,288.53454791817074,0.23918863966583326,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,0.0
Resort Hotel,0,18,2023,January,1,46,23,0,13,1,3,0,HB,GBR,Groups,Direct,1,2,2,A,D,4,No Deposit,10.0,5.0,1,Transient,85.50155158562639,1,4,Check-Out,2023-06-04,31.11340357258304,121.47113651788656,2023-01-23,0,1,0,13,0.0,4,1,one_week,279.1492093590357,0.3062933682740836,False,False,True,False,False,False,True,False,False,1,winter,False,False,False,True,1,1111.5201706131431
City Hotel,0,17,2022,November,11,20,8,3,14,4,3,1,HB,PRT,Corporate,TA/TO,0,1,0,B,E,4,No Deposit,4.0,10.0,0,Transient,211.02894342245253,2,3,Check-Out,2023-03-20,31.19769062368243,121.53218832811348,2022-11-08,1,4,0,17,0.17647058823529413,8,1,one_week,259.72367910568494,0.8125132993229397,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,3587.492038181693
City Hotel,1,166,2023,November,11,21,13,2,9,3,2,0,FB,ESP,Offline TA,Direct,0,0,4,B,D,0,No Deposit,11.0,5.0,0,Transient-Party,62.74531198033428,1,4,Canceled,2023-03-28,31.188097532020787,121.4814050146215,2023-11-13,0,4,0,11,0.18181818181818182,5,1,three_months,259.72367910568494,0.24158487280169166,False,False,False,True,False,False,False,True,False,0,autumn,True,False,False,False,0,690.198431783677
Resort Hotel,0,153,2023,April,4,48,25,2,1,2,1,0,BB,CHN,Offline TA,Corporate,0,1,4,G,H,3,No Deposit,5.0,5.0,24,Transient,245.92063997890176,2,2,Check-Out,2022-08-18,31.19313471926305,121.462063429607,2023-04-25,1,2,0,3,0.6666666666666666,3,1,three_months,277.36235236957344,0.8866403023984418,False,False,True,False,False,False,False,True,False,0,spring,False,True,False,False,0,737.7619199367052
Resort Hotel,0,31,2022,March,3,35,8,4,2,4,2,0,FB,PRT,Corporate,Corporate,0,2,0,E,E,4,No Deposit,11.0,5.0,12,Group,465.3236625409297,0,4,No-Show,2022-04-18,31.108261036835152,121.42359080168448,2022-03-08,1,1,0,6,0.6666666666666666,6,1,one_month,295.855907985199,1.5728050377963343,False,True,False,False,True,False,False,False,False,0,spring,False,True,False,False,0,2791.9419752455783
City Hotel,0,141,2023,January,1,21,12,4,11,1,3,1,BB,FRA,Groups,Direct,0,0,4,D,A,3,No Deposit,7.0,5.0,17,Transient,423.2103203538106,2,3,No-Show,2023-10-28,31.148735782444252,121.51335503871395,2023-01-12,3,1,0,15,0.26666666666666666,5,1,three_months,269.8322521451995,1.568420072060462,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,6348.154805307158
Resort Hotel,1,241,2023,March,3,23,26,4,2,1,0,0,SC,GBR,Groups,Direct,0,1,4,F,B,0,No Deposit,7.0,6.0,20,Transient,388.5882164528794,2,3,Canceled,2023-11-07,31.10260260351592,121.43285887187876,2023-03-26,6,1,1,6,0.6666666666666666,1,0,six_months,295.855907985199,1.313437406402307,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,2331.5292987172766
Resort Hotel,0,363,2022,September,9,25,15,1,13,4,0,0,BB,GBR,Groups,Corporate,0,1,3,H,A,3,No Deposit,5.0,5.0,20,Transient,203.15949665911177,2,2,Check-Out,2023-04-27,31.260410459141507,121.51654600749036,2022-09-15,3,3,0,14,0.07142857142857142,4,0,six_months,274.8028019539465,0.7392919403098326,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,2844.232953227565
Resort Hotel,0,180,2022,July,7,1,13,2,9,1,2,0,FB,FRA,Direct,TA/TO,0,1,4,E,G,0,Refundable,11.0,5.0,25,Transient,322.40621255707816,1,3,Check-Out,2023-04-21,31.213145746782804,121.56515088968072,2022-07-13,2,3,0,11,0.18181818181818182,3,1,three_months,268.8445055347299,1.1992293162763896,False,False,True,False,False,True,False,False,False,0,summer,False,False,True,False,1,3546.4683381278596
Resort Hotel,1,306,2023,March,3,11,8,0,12,3,2,1,HB,PRT,Online TA,TA/TO,0,0,4,B,C,4,Refundable,13.0,5.0,7,Transient,298.6479363423847,2,1,Canceled,2022-06-18,31.20809732085038,121.52053350186507,2023-03-08,2,1,0,12,0.0,6,1,six_months,295.855907985199,1.0094371221997884,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,3583.7752361086164
Resort Hotel,0,156,2023,September,9,14,29,4,4,2,1,1,SC,CHN,Offline TA,Corporate,0,1,0,H,G,4,No Deposit,2.0,5.0,24,Transient-Party,79.0730047636909,1,4,Check-Out,2022-07-05,31.27782929366428,121.5353280717388,2023-09-29,4,3,0,8,0.5,4,1,three_months,274.8028019539465,0.2877445360871631,False,False,False,True,False,False,False,True,False,0,autumn,True,False,False,False,0,632.5840381095272
City Hotel,0,331,2023,January,1,17,13,3,7,3,3,1,HB,ITA,Corporate,Direct,0,0,3,E,H,2,No Deposit,5.0,6.0,4,Transient,50.03744705081081,1,4,Check-Out,2023-07-23,31.195233347591056,121.50352121733924,2023-01-13,4,1,0,10,0.3,7,1,six_months,269.8322521451995,0.18543908911187218,False,False,True,False,True,False,False,False,False,0,winter,False,False,False,True,1,500.3744705081081
City Hotel,0,324,2022,May,5,8,3,1,0,4,3,0,BB,ESP,Groups,Direct,0,2,0,D,A,4,No Deposit,19.0,5.0,10,Transient,152.05551857308478,0,0,Check-Out,2022-10-31,31.19475815649263,121.51635192127254,2022-05-03,1,2,0,1,1.0,7,1,six_months,280.51644474451695,0.5420556313964795,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,152.05551857308478
Resort Hotel,1,102,2023,July,7,41,19,4,14,1,2,1,SC,FRA,Direct,TA/TO,0,2,4,H,A,4,No Deposit,18.0,5.0,26,Group,142.06408022961148,1,2,Canceled,2023-08-02,31.13245605165007,121.49767939622326,2023-07-19,2,3,0,18,0.2222222222222222,4,1,three_months,268.8445055347299,0.5284247113291268,False,True,False,False,False,True,False,False,False,0,summer,False,False,True,False,1,2557.153444133007
City Hotel,0,264,2023,May,5,26,8,3,4,3,0,0,BB,DEU,Corporate,Direct,1,1,3,G,F,2,No Deposit,18.0,5.0,9,Transient,455.1814751598902,0,0,Check-Out,2022-12-04,31.159238203756534,121.50252045869424,2023-05-08,0,2,0,7,0.42857142857142855,3,0,six_months,280.51644474451695,1.6226552264144483,False,False,True,False,True,False,False,False,False,1,spring,False,True,False,False,0,3186.2703261192314
Resort Hotel,0,334,2023,July,7,7,10,4,7,4,0,0,FB,USA,Offline TA,Direct,0,2,1,F,B,3,No Deposit,16.0,5.0,25,Transient,497.774761393868,2,3,Check-Out,2022-07-07,31.187082793334813,121.58246097071888,2023-07-10,0,3,0,11,0.36363636363636365,4,0,six_months,268.8445055347299,1.8515340694941762,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,5475.522375332548
Resort Hotel,0,348,2023,March,3,25,7,0,6,4,3,1,SC,ITA,Online TA,Corporate,0,2,3,A,A,2,No Deposit,11.0,5.0,13,Transient,170.63031307952878,0,4,No-Show,2022-08-09,31.27677870599933,121.42984088909712,2023-03-07,1,1,0,6,0.0,8,1,six_months,295.855907985199,0.576734513234953,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,1023.7818784771727
City Hotel,1,18,2022,February,2,42,22,0,9,2,3,1,SC,CHN,Groups,Direct,0,1,0,F,G,3,No Deposit,6.0,5.0,10,Transient,57.21451437571042,2,0,Canceled,2022-04-12,31.11813713833392,121.51793825469424,2022-02-22,1,1,0,9,0.0,6,1,one_week,292.99685199897476,0.19527347814614276,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,514.9306293813938
Resort Hotel,1,358,2023,September,9,37,25,4,6,3,1,1,FB,USA,Online TA,TA/TO,1,0,0,D,C,4,No Deposit,18.0,5.0,24,Transient-Party,448.7960315557473,2,3,Canceled,2022-03-24,31.228911132103388,121.43352338800308,2023-09-25,0,3,0,10,0.4,5,1,six_months,274.8028019539465,1.6331566794976122,False,False,False,True,False,False,False,False,True,1,autumn,True,False,False,False,0,4487.960315557473
City Hotel,0,51,2023,March,3,30,19,0,7,3,3,1,FB,GBR,Online TA,Direct,0,2,3,D,F,3,No Deposit,18.0,5.0,26,Transient,427.4023963889927,1,3,No-Show,2023-02-11,31.27466899692516,121.40053895151028,2023-03-19,6,1,1,7,0.0,7,1,one_month,272.9333938998365,1.5659586036065802,False,False,True,False,False,False,False,False,True,0,spring,False,True,False,False,0,2991.816774722949
City Hotel,0,156,2023,October,10,19,10,1,1,4,0,1,FB,FRA,Direct,Corporate,0,0,4,B,G,2,No Deposit,12.0,5.0,19,Transient,58.62408274563559,2,4,Check-Out,2023-03-07,31.15875891049944,121.41382416746062,2023-10-10,1,4,0,2,0.5,5,1,three_months,289.2942120238467,0.20264519754997093,False,False,True,False,False,True,False,False,False,0,autumn,True,False,False,False,0,117.24816549127118
Resort Hotel,1,53,2022,June,6,42,6,3,3,2,0,1,SC,ESP,Groups,Direct,0,2,1,E,H,4,No Deposit,11.0,5.0,4,Contract,210.4003116203077,1,0,Canceled,2023-08-23,31.261982319539868,121.44401352179072,2022-06-06,0,2,0,6,0.5,3,1,one_month,268.8770278595702,0.7825150154895201,True,False,False,False,False,False,True,False,False,0,summer,False,False,True,False,1,1262.4018697218462
Resort Hotel,1,267,2023,March,3,42,12,4,6,4,3,0,FB,GBR,Online TA,Corporate,0,1,1,G,F,1,No Deposit,6.0,5.0,24,Contract,166.27908735870653,1,4,Canceled,2022-04-08,31.24330201611576,121.40044261698895,2023-03-12,6,1,1,10,0.4,7,1,six_months,295.855907985199,0.5620272668917773,True,False,False,False,False,False,False,False,True,0,spring,False,True,False,False,0,1662.7908735870653
City Hotel,0,1,2023,January,1,22,30,0,7,3,0,1,HB,ESP,Direct,TA/TO,0,2,1,B,F,4,No Deposit,17.0,5.0,16,Group,125.1816934705966,1,2,Check-Out,2022-12-27,31.164531263758747,121.53750834376908,2023-01-30,0,1,0,7,0.0,4,1,last_minute,269.8322521451995,0.46392413240221203,False,True,False,False,False,True,False,False,False,0,winter,False,False,False,True,1,876.2718542941761
City Hotel,0,5,2022,October,10,22,4,4,13,4,1,1,SC,PRT,Groups,Direct,0,2,2,F,B,2,No Deposit,17.0,5.0,28,Transient,365.76185206393,2,1,Check-Out,2022-02-08,31.17327323221398,121.5974680639764,2022-10-04,1,4,0,17,0.23529411764705882,6,1,last_minute,289.2942120238467,1.2643248183402302,False,False,True,False,False,False,True,False,False,0,autumn,True,False,False,False,0,6217.95148508681
Resort Hotel,0,75,2023,September,9,21,26,4,0,2,3,0,BB,GBR,Corporate,TA/TO,0,1,1,G,F,4,No Deposit,9.0,5.0,18,Transient,196.64079586286908,1,2,Check-Out,2022-12-07,31.29431996286373,121.58573956102772,2023-09-26,1,3,0,4,1.0,5,1,one_month,274.8028019539465,0.7155705635629712,False,False,True,False,True,False,False,False,False,0,autumn,True,False,False,False,0,786.5631834514763
Resort Hotel,0,64,2023,July,7,38,4,1,5,3,3,1,SC,GBR,Online TA,TA/TO,1,1,4,B,H,0,No Deposit,7.0,5.0,17,Transient,175.5520911734402,0,1,Check-Out,2023-04-20,31.138657214498032,121.5306974072156,2023-07-04,1,3,0,6,0.16666666666666666,7,1,one_month,268.8445055347299,0.6529874613738834,False,False,True,False,False,False,False,False,True,1,summer,False,False,True,False,1,1053.3125470406412
City Hotel,1,38,2022,February,2,46,29,0,3,2,3,1,BB,CHN,Direct,Corporate,0,0,3,C,B,3,No Deposit,11.0,5.0,28,Transient,407.8548731265012,0,4,Canceled,2023-01-12,31.19083724140461,121.40945683646822,2022-02-01,1,1,0,3,0.0,6,1,one_month,292.99685199897476,1.3920111098256045,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,1223.5646193795037
Resort Hotel,0,68,2023,January,1,40,7,1,4,1,1,0,HB,USA,Direct,TA/TO,0,1,0,D,C,2,No Deposit,10.0,3.0,11,Transient,480.59360208356674,2,4,Check-Out,2022-06-15,31.18771970153027,121.4333585946368,2023-01-07,5,1,1,5,0.2,2,1,one_month,279.1492093590357,1.7216369811222987,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,2402.9680104178337
City Hotel,1,363,2023,July,7,2,8,0,10,1,3,1,HB,USA,Offline TA,TA/TO,0,2,4,C,F,2,No Deposit,13.0,5.0,0,Transient,339.0198455083389,2,4,Canceled,2022-02-11,31.261277050888467,121.47663407720026,2023-07-08,5,3,1,10,0.0,5,1,six_months,274.8043908521611,1.233676960026175,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,3390.198455083389
Resort Hotel,0,178,2023,February,2,37,13,1,10,2,2,1,HB,GBR,Groups,Corporate,0,0,4,C,B,3,No Deposit,20.0,10.0,29,Transient,159.19648743983464,1,4,Check-Out,2022-10-21,31.263739929324885,121.48941533667843,2023-02-13,0,1,0,11,0.09090909090909091,5,1,three_months,288.53454791817074,0.5517415109853092,False,False,True,False,False,False,True,False,False,0,winter,False,False,False,True,1,1751.1613618381812
City Hotel,0,113,2023,June,6,10,12,4,9,1,3,0,HB,USA,Offline TA,TA/TO,0,0,2,C,H,3,Refundable,13.0,5.0,29,Transient,139.97806000222448,0,2,Check-Out,2023-04-16,31.13427166626457,121.57293180249648,2023-06-12,0,2,0,13,0.3076923076923077,4,1,three_months,278.5631512174122,0.5025002746790971,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,1819.7147800289183
Resort Hotel,0,185,2023,June,6,34,29,3,1,3,2,0,BB,CHN,Online TA,TA/TO,0,1,0,F,G,3,Refundable,18.0,5.0,12,Transient,281.6087999885483,1,0,Check-Out,2022-07-25,31.227679906825436,121.5394733602198,2023-06-29,3,2,0,4,0.75,5,1,six_months,268.8770278595702,1.0473516545103574,False,False,True,False,False,False,False,False,True,0,summer,False,False,True,False,1,1126.4351999541932
City Hotel,0,362,2022,July,7,34,12,4,12,3,3,0,HB,USA,Groups,Corporate,0,0,1,F,C,0,No Deposit,11.0,5.0,1,Contract,283.32027581507907,0,0,Check-Out,2023-10-22,31.259353134087167,121.4933323402786,2022-07-12,1,3,0,16,0.25,6,1,six_months,274.8043908521611,1.030988896998736,True,False,False,False,False,False,True,False,False,0,summer,False,False,True,False,1,4533.124413041265
City Hotel,0,138,2023,April,4,45,26,1,1,2,2,0,SC,FRA,Groups,TA/TO,0,0,0,F,C,0,No Deposit,12.0,5.0,23,Transient,214.2916521166742,2,4,Check-Out,2022-11-09,31.20693533601166,121.44170061079583,2023-04-26,2,2,0,2,0.5,4,1,three_months,276.53648823434116,0.7749127555821141,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,428.5833042333484
Resort Hotel,1,247,2022,August,8,44,8,2,4,4,3,0,HB,FRA,Direct,Direct,0,2,3,D,F,2,No Deposit,18.0,5.0,29,Contract,86.78227363275566,1,4,Canceled,2022-03-31,31.11269456838796,121.56829326643285,2022-08-08,0,3,0,6,0.3333333333333333,7,1,six_months,274.1590766754122,0.3165398522825514,True,False,False,False,False,True,False,False,False,0,summer,False,False,True,False,1,520.6936417965339
Resort Hotel,1,129,2022,July,7,29,21,0,0,4,3,0,FB,ESP,Direct,Direct,0,2,4,B,H,4,No Deposit,12.0,10.0,24,Transient,113.9397934312296,1,1,Canceled,2023-07-18,31.174988350248054,121.46618214549534,2022-07-21,3,3,0,0,0.0,7,1,three_months,268.8445055347299,0.4238129888673162,False,False,True,False,False,True,False,False,False,0,summer,False,False,True,False,1,0.0
Resort Hotel,0,137,2023,March,3,17,26,3,0,4,0,0,HB,CHN,Groups,Corporate,0,0,3,C,A,0,Refundable,14.0,5.0,23,Contract,253.78383453789357,0,2,Check-Out,2023-03-15,31.1934681695572,121.59397008342565,2023-03-26,6,1,1,3,1.0,4,0,three_months,295.855907985199,0.8577953919060822,True,False,False,False,False,False,True,False,False,0,spring,False,True,False,False,0,761.3515036136807
Resort Hotel,1,93,2022,October,10,7,9,1,14,4,3,1,SC,CHN,Direct,TA/TO,1,1,2,G,H,2,No Deposit,11.0,5.0,18,Transient,103.10917199606364,1,2,Canceled,2022-12-11,31.113747808131485,121.41732827257256,2022-10-09,6,4,1,15,0.06666666666666667,8,1,three_months,281.86645522625616,0.36580859511394215,False,False,True,False,False,True,False,False,False,1,autumn,True,False,False,False,0,1546.6375799409545
City Hotel,0,129,2023,February,2,41,12,0,5,4,0,1,BB,USA,Direct,Direct,1,0,0,C,F,2,No Deposit,12.0,5.0,28,Transient,474.5871887916822,0,0,Check-Out,2023-06-25,31.24907989049631,121.49862112246107,2023-02-12,6,1,1,5,0.0,5,1,three_months,292.99685199897476,1.6197689004294928,False,False,True,False,False,True,False,False,False,1,winter,False,False,False,True,1,2372.935943958411
Resort Hotel,1,5,2023,February,2,34,5,4,5,2,3,0,BB,ITA,Direct,Corporate,0,1,4,G,E,1,No Deposit,10.0,5.0,29,Transient,411.5767188230197,1,2,Canceled,2023-11-19,31.17772400315686,121.58728521284856,2023-02-05,6,1,1,9,0.4444444444444444,5,1,last_minute,288.53454791817074,1.4264382611809248,False,False,True,False,False,True,False,False,False,0,winter,False,False,False,True,1,3704.1904694071773
Resort Hotel,0,244,2022,March,3,19,1,4,4,1,3,1,HB,FRA,Groups,TA/TO,0,1,1,E,A,2,No Deposit,18.0,5.0,23,Transient,298.5812300627315,1,1,Check-Out,2023-05-02,31.256814565449304,121.56263270052273,2022-03-01,1,1,0,8,0.5,5,1,six_months,295.855907985199,1.0092116533892872,False,False,True,False,False,False,True,False,False,0,spring,False,True,False,False,0,2388.649840501852
Resort Hotel,0,170,2022,January,1,22,3,0,1,2,2,0,HB,ESP,Offline TA,TA/TO,0,1,4,B,A,3,No Deposit,20.0,5.0,23,Transient-Party,310.64357965199974,0,4,Check-Out,2022-09-12,31.19473816205145,121.4336760576977,2022-01-03,0,1,0,1,0.0,4,1,three_months,279.1492093590357,1.1128227099954155,False,False,False,True,False,False,False,True,False,0,winter,False,False,False,True,1,310.64357965199974
Resort Hotel,0,168,2022,December,12,1,23,0,8,1,1,1,FB,ESP,Corporate,Corporate,0,0,1,E,C,1,Refundable,14.0,5.0,17,Transient,398.76563660655705,2,0,Check-Out,2022-02-23,31.24698666841736,121.59024444962044,2022-12-23,4,4,0,8,0.0,3,1,three_months,281.1258555305912,1.4184594862465956,False,False,True,False,True,False,False,False,False,0,winter,False,False,False,True,1,3190.1250928524564
Resort Hotel,0,327,2022,July,7,13,1,1,14,2,2,0,HB,CHN,Offline TA,Corporate,0,2,3,F,B,4,No Deposit,16.0,5.0,3,Transient,69.61147257685722,0,3,Check-Out,2022-10-24,31.14348289103506,121.43389009904462,2022-07-01,4,3,0,15,0.06666666666666667,4,1,six_months,268.8445055347299,0.25892838106696836,False,False,True,False,False,False,False,True,False,0,summer,False,False,True,False,1,1044.1720886528583
Resort Hotel,0,347,2022,June,6,46,18,0,6,3,0,0,BB,PRT,Offline TA,Direct,0,0,1,B,E,1,No Deposit,3.0,5.0,9,Transient-Party,486.3396448458967,0,1,Check-Out,2022-06-27,31.10070141140448,121.43363065928447,2022-06-18,5,2,1,6,0.0,3,0,six_months,268.8770278595702,1.8087809461353592,False,False,False,True,False,False,False,True,False,0,summer,False,False,True,False,1,2918.0378690753805
Resort Hotel,0,260,2023,June,6,29,20,1,8,3,2,1,BB,GBR,Online TA,Direct,0,0,0,H,H,2,No Deposit,20.0,5.0,6,Transient,297.94539998592103,2,4,Check-Out,2023-11-26,31.120965377116192,121.46236019241196,2023-06-20,1,2,0,9,0.1111111111111111,6,1,six_months,268.8770278595702,1.108110285053927,False,False,True,False,False,False,False,False,True,0,summer,False,False,True,False,1,2681.5085998732893
Resort Hotel,0,86,2022,September,9,20,10,3,10,2,0,1,BB,FRA,Offline TA,Corporate,0,1,2,E,H,4,Non Refund,16.0,5.0,4,Transient-Party,330.560074342126,1,2,Check-Out,2022-10-16,31.188365432846044,121.57306919944978,2022-09-10,5,3,1,13,0.23076923076923078,3,1,one_month,274.8028019539465,1.2028992135150196,False,False,False,True,False,False,False,True,False,0,autumn,True,False,False,False,0,4297.280966447637
City Hotel,0,221,2023,July,7,26,3,1,13,3,0,1,HB,CHN,Online TA,Direct,0,1,4,H,B,4,Refundable,15.0,5.0,2,Group,499.2680501748016,0,1,Check-Out,2023-08-23,31.237704408361324,121.40128165632862,2023-07-03,0,3,0,14,0.07142857142857142,4,1,six_months,274.8043908521611,1.8168124920660282,False,True,False,False,False,False,False,False,True,0,summer,False,False,True,False,1,6989.752702447222
Resort Hotel,0,276,2023,January,1,7,3,3,4,2,3,1,BB,FRA,Online TA,Corporate,0,1,3,B,B,4,Refundable,6.0,5.0,29,Transient-Party,204.71465032661803,0,0,Check-Out,2022-08-24,31.270283853279324,121.4621515301823,2023-01-03,1,1,0,7,0.42857142857142855,6,1,six_months,279.1492093590357,0.7333520692989621,False,False,False,True,False,False,False,False,True,0,winter,False,False,False,True,1,1433.0025522863261
Resort Hotel,0,246,2022,October,10,40,3,4,9,2,3,1,HB,ITA,Offline TA,Corporate,0,1,1,C,B,3,No Deposit,11.0,5.0,0,Contract,298.218743387079,0,2,Check-Out,2022-12-26,31.15720404843086,121.53916527841056,2022-10-03,0,4,0,13,0.3076923076923077,6,1,six_months,281.86645522625616,1.0580143108824238,True,False,False,False,False,False,False,True,False,0,autumn,True,False,False,False,0,3876.8436640320265
City Hotel,1,227,2022,April,4,2,11,0,2,3,0,1,SC,FRA,Offline TA,TA/TO,1,0,4,D,C,4,No Deposit,15.0,5.0,23,Transient,269.72414202955895,1,4,Canceled,2022-08-31,31.123989611519555,121.57997804545468,2022-04-11,0,2,0,2,0.0,4,1,six_months,276.53648823434116,0.9753654707620019,False,False,True,False,False,False,False,True,False,1,spring,False,True,False,False,0,539.4482840591179
