hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_month_num,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,latitude,longitude,arrival_date,arrival_dayofweek,arrival_quarter,arrival_is_weekend,total_nights,weekend_ratio,total_guests,has_children
City Hotel,0,34,2023,September,9,17,24,3,11,1,3,1,SC,USA,Direct,Direct,0,2,0,D,C,1,No Deposit,12.0,5.0,9,Contract,433.48580901508944,0,3,Check-Out,2023-04-03,31.16960983033273,121.56242505123991,2023-09-24,6,3,1,14,0.21428571428571427,5,1
Resort Hotel,1,291,2023,June,6,48,27,1,5,2,1,0,BB,ESP,Direct,TA/TO,0,0,4,F,A,4,Refundable,11.0,5.0,28,Transient,433.4129843563223,1,0,Canceled,2023-07-14,31.149702710425203,121.47374161634608,2023-06-27,1,2,0,6,0.16666666666666666,3,1
City Hotel,0,57,2022,October,10,52,15,0,10,1,2,0,SC,DEU,Corporate,Direct,1,0,4,E,E,2,No Deposit,18.0,5.0,1,Transient-Party,222.57009350668517,1,4,No-Show,2023-06-16,31.16710404908,121.40384175754038,2022-10-15,5,4,1,10,0.0,3,1
Resort Hotel,0,233,2022,September,9,32,30,1,5,1,1,1,HB,CHN,Direct,TA/TO,0,1,1,H,C,4,No Deposit,11.0,5.0,22,Transient,135.92818937008428,0,2,Check-Out,2022-07-12,31.18141102666016,121.49979984950566,2022-09-30,4,3,0,6,0.16666666666666666,3,1
City Hotel,1,348,2023,July,7,45,9,0,7,2,1,1,FB,USA,Offline TA,TA/TO,0,0,2,A,A,2,No Deposit,11.0,5.0,29,Transient,234.70730500163663,0,0,Canceled,2023-11-15,31.10100763252436,121.56940962373318,2023-07-09,6,3,1,7,0.0,4,1
City Hotel,0,52,2023,January,1,28,23,1,6,3,0,0,FB,ITA,Groups,Corporate,0,0,2,A,F,4,No Deposit,1.0,5.0,29,Contract,444.257459562724,1,4,Check-Out,2023-08-28,31.114498830373588,121.45196803961306,2023-01-23,0,1,0,7,0.14285714285714285,3,0
Resort Hotel,0,205,2023,December,12,45,5,2,2,1,2,1,BB,PRT,Direct,Direct,0,1,2,G,B,3,No Deposit,19.0,1.0,18,Transient,230.70876183697067,0,0,Check-Out,2023-10-02,31.27855147282289,121.4589983175889,2023-12-05,1,4,0,4,0.5,4,1
City Hotel,0,190,2022,November,11,23,9,3,14,2,0,1,SC,GBR,Online TA,TA/TO,0,0,2,D,H,1,Non Refund,14.0,5.0,25,Transient-Party,427.38196682558777,0,0,Check-Out,2023-01-01,31.26668543113161,121.50555958394033,2022-11-09,2,4,0,17,0.17647058823529413,3,1
City Hotel,1,253,2022,June,6,44,21,2,14,1,3,1,BB,ESP,Groups,TA/TO,0,1,0,D,C,3,No Deposit,2.0,5.0,25,Transient,362.8427436391785,1,0,Canceled,2022-04-16,31.194076994983977,121.44700096503706,2022-06-21,1,2,0,16,0.125,5,1
Resort Hotel,1,200,2023,March,3,43,3,3,1,4,2,1,BB,ESP,Groups,TA/TO,0,2,3,D,C,0,No Deposit,11.0,5.0,20,Transient-Party,152.4573818568846,1,2,Canceled,2023-10-15,31.23004571390084,121.49607342614188,2023-03-03,4,1,0,4,0.75,7,1
City Hotel,0,191,2023,October,10,5,16,3,0,1,0,0,SC,DEU,Direct,TA/TO,0,2,4,A,C,2,No Deposit,10.0,5.0,11,Transient,181.94288511243832,1,3,No-Show,2023-04-29,31.291165359888662,121.40017632258362,2023-10-16,0,4,0,3,1.0,1,0
City Hotel,1,65,2023,November,11,41,20,1,0,2,3,0,BB,ESP,Online TA,Direct,0,2,4,E,G,3,No Deposit,17.0,5.0,14,Transient,314.99781169785496,2,4,Canceled,2023-10-23,31.29223956707175,121.45208619118452,2023-11-20,0,4,0,1,1.0,5,1
City Hotel,0,134,2022,September,9,7,5,4,3,2,1,0,HB,FRA,Corporate,Corporate,0,2,1,G,C,2,No Deposit,13.0,5.0,24,Transient,253.15154940971144,2,1,No-Show,2023-01-27,31.130874247745957,121.53313497488826,2022-09-05,0,3,0,7,0.5714285714285714,3,1
City Hotel,0,180,2022,November,11,47,24,1,9,2,3,0,BB,FRA,Corporate,Direct,0,2,2,B,G,2,No Deposit,8.0,5.0,14,Transient,418.9029528029922,1,1,Check-Out,2022-10-05,31.148036635277062,121.41885176078485,2022-11-24,3,4,0,10,0.1,5,1
Resort Hotel,1,164,2023,February,2,51,27,0,13,3,1,1,HB,PRT,Online TA,TA/TO,0,2,2,C,B,1,No Deposit,5.0,5.0,24,Transient,451.6585389177294,1,1,Canceled,2023-06-24,31.25310237984171,121.55851316375586,2023-02-27,0,1,0,13,0.0,5,1
City Hotel,1,266,2022,April,4,6,24,1,6,3,2,1,SC,USA,Offline TA,Corporate,0,2,0,G,E,3,No Deposit,17.0,5.0,4,Contract,323.28851807426577,1,2,Canceled,2023-10-24,31.238230202285088,121.50417115808104,2022-04-24,6,2,1,7,0.14285714285714285,6,1
City Hotel,0,338,2022,October,10,4,30,1,3,2,2,0,BB,ITA,Online TA,Direct,0,0,2,G,C,4,No Deposit,19.0,5.0,22,Transient-Party,258.63717351127787,2,1,Check-Out,2023-02-19,31.22132095835036,121.55828629187424,2022-10-30,6,4,1,4,0.25,4,1
City Hotel,0,142,2022,September,9,3,4,3,1,1,1,0,BB,CHN,Corporate,TA/TO,0,2,4,A,G,2,No Deposit,18.0,5.0,16,Transient,58.46917232183837,1,2,No-Show,2023-07-27,31.20327323915524,121.53686351928977,2022-09-04,6,3,1,4,0.75,2,1
Resort Hotel,1,40,2022,June,6,34,13,0,7,2,0,1,BB,FRA,Direct,TA/TO,0,1,3,G,D,3,No Deposit,2.0,5.0,28,Transient,128.54697818610185,0,4,Canceled,2023-02-07,31.182322200894625,121.55502339035608,2022-06-13,0,2,0,7,0.0,3,1
Resort Hotel,0,10,2022,December,12,41,24,0,6,2,2,0,SC,ITA,Offline TA,Direct,0,0,1,B,E,0,No Deposit,5.0,5.0,6,Transient,453.8298363287814,2,4,Check-Out,2023-05-14,31.192094709459507,121.57532222431142,2022-12-24,5,4,1,6,0.0,4,1
Resort Hotel,0,357,2022,January,1,36,5,1,0,2,2,1,HB,DEU,Online TA,TA/TO,0,1,2,B,C,0,No Deposit,2.0,5.0,20,Transient-Party,339.42562359659667,0,3,Check-Out,2022-10-04,31.16892532443386,121.57370816324632,2022-01-05,2,1,0,1,1.0,5,1
City Hotel,0,194,2022,August,8,44,23,2,10,3,1,1,FB,PRT,Online TA,Direct,1,2,4,E,A,4,No Deposit,13.0,5.0,26,Transient-Party,408.8708937320304,0,0,Check-Out,2022-09-09,31.14209183594104,121.43086560362582,2022-08-23,1,3,0,12,0.16666666666666666,5,1
City Hotel,1,192,2023,April,4,33,7,2,2,3,1,0,HB,ITA,Corporate,TA/TO,0,2,3,E,H,0,No Deposit,17.0,5.0,27,Transient,466.441679135676,1,3,Canceled,2023-01-10,31.20194417323471,121.47597414618396,2023-04-07,4,2,0,4,0.5,4,1
City Hotel,1,258,2023,March,3,35,12,1,12,3,2,1,SC,USA,Direct,TA/TO,0,2,0,A,F,3,No Deposit,12.0,5.0,0,Transient,438.9380989825292,0,4,Canceled,2022-06-10,31.244876226392723,121.57930414724515,2023-03-12,6,1,1,13,0.07692307692307693,6,1
Resort Hotel,0,356,2023,May,5,17,17,3,10,2,2,0,SC,DEU,Corporate,Corporate,0,2,1,D,D,4,No Deposit,19.0,5.0,0,Transient,368.6481980482677,0,1,Check-Out,2022-04-03,31.131851975654275,121.59671864415104,2023-05-17,2,2,0,13,0.23076923076923078,4,1
City Hotel,1,80,2022,December,12,35,20,1,3,3,0,0,BB,GBR,Direct,Direct,0,2,4,G,D,1,No Deposit,20.0,5.0,10,Transient,180.54932471540624,2,1,Canceled,2022-10-12,31.18115999737706,121.51318923328382,2022-12-20,1,4,0,4,0.25,3,0
Resort Hotel,0,33,2022,March,3,46,29,3,5,4,3,0,FB,ESP,Direct,TA/TO,0,0,3,F,F,3,Refundable,20.0,3.0,24,Contract,382.35143726212186,1,1,No-Show,2022-03-04,31.22671884617608,121.43967463689567,2022-03-29,1,1,0,8,0.375,7,1
City Hotel,1,82,2023,February,2,28,9,1,7,4,1,0,SC,FRA,Groups,Corporate,1,1,2,F,A,1,No Deposit,11.0,5.0,24,Contract,386.140169811485,2,2,Canceled,2022-03-23,31.157423005460725,121.56563348511136,2023-02-09,3,1,0,8,0.125,5,1
City Hotel,0,71,2023,November,11,37,27,2,14,1,2,0,HB,GBR,Corporate,Corporate,0,0,0,C,B,2,No Deposit,5.0,5.0,0,Contract,96.52997385479112,1,3,No-Show,2023-07-14,31.22430276849773,121.57606700944712,2023-11-27,0,4,0,16,0.125,3,1
Resort Hotel,0,214,2023,October,10,20,23,0,3,1,2,1,SC,PRT,Groups,TA/TO,0,0,1,F,B,3,No Deposit,15.0,5.0,11,Transient,99.36592932068052,1,2,Check-Out,2023-11-18,31.201136711273268,121.47876095552252,2023-10-23,0,4,0,3,0.0,4,1
City Hotel,0,211,2023,August,8,14,13,2,9,4,2,0,HB,PRT,Offline TA,TA/TO,0,1,1,E,B,3,No Deposit,7.0,5.0,20,Contract,223.32841880157653,2,0,Check-Out,2022-10-13,31.266247527078963,121.59608263427654,2023-08-13,6,3,1,11,0.18181818181818182,6,1
Resort Hotel,0,35,2023,February,2,23,1,4,2,4,2,0,SC,DEU,Offline TA,Direct,0,1,4,C,E,3,No Deposit,4.0,5.0,2,Transient,470.23571855728864,0,3,Check-Out,2023-06-15,31.217022562261377,121.42524843310514,2023-02-01,2,1,0,6,0.6666666666666666,6,1
City Hotel,0,191,2022,June,6,19,30,3,8,2,1,1,HB,ESP,Groups,TA/TO,0,2,3,C,A,2,No Deposit,11.0,5.0,20,Transient,279.86760828183185,0,1,Check-Out,2022-07-04,31.108651823839068,121.47890653835516,2022-06-30,3,2,0,11,0.2727272727272727,4,1
Resort Hotel,1,344,2023,July,7,37,13,4,8,4,1,1,HB,FRA,Online TA,TA/TO,0,0,1,A,B,3,No Deposit,6.0,6.0,22,Transient,342.45837538491963,1,4,Canceled,2022-08-19,31.20891381795257,121.46860967203656,2023-07-13,3,3,0,12,0.3333333333333333,6,1
Resort Hotel,0,174,2022,June,6,8,8,3,0,4,2,0,FB,PRT,Direct,Direct,0,0,2,A,E,2,No Deposit,2.0,5.0,1,Transient-Party,137.598835101129,0,2,Check-Out,2023-12-29,31.154120688458228,121.4513078487668,2022-06-08,2,2,0,3,1.0,6,1
Resort Hotel,1,95,2022,June,6,28,24,4,5,2,2,0,BB,ESP,Online TA,Direct,0,1,3,F,A,4,No Deposit,14.0,5.0,26,Transient,181.25261104044364,2,1,Canceled,2022-11-26,31.231203403222604,121.42980546775978,2022-06-24,4,2,0,9,0.4444444444444444,4,1
Resort Hotel,0,239,2023,February,2,40,10,3,3,3,2,1,FB,USA,Direct,TA/TO,0,1,4,D,B,2,No Deposit,9.0,5.0,18,Transient,380.1496063176601,2,2,Check-Out,2023-02-24,31.16837526394504,121.4583844774129,2023-02-10,4,1,0,6,0.5,6,1
Resort Hotel,0,278,2023,June,6,47,6,4,12,3,1,1,SC,ITA,Corporate,Corporate,1,1,2,C,F,4,Non Refund,17.0,5.0,8,Group,51.29359564058738,1,3,Check-Out,2023-01-03,31.285572300350143,121.46516084358788,2023-06-06,1,2,0,16,0.25,5,1
City Hotel,0,291,2023,September,9,48,13,2,14,4,1,1,BB,PRT,Groups,Corporate,0,1,4,C,B,0,No Deposit,1.0,5.0,10,Transient,257.6046574758124,2,1,No-Show,2023-10-17,31.285769730036577,121.57699810430826,2023-09-13,2,3,0,16,0.125,6,1
Resort Hotel,1,293,2022,January,1,26,28,2,10,2,1,0,HB,ESP,Online TA,TA/TO,0,0,3,F,D,4,No Deposit,7.0,5.0,25,Transient,378.0255649371803,2,2,Canceled,2023-10-31,31.23673043317892,121.58349032039584,2022-01-28,4,1,0,12,0.16666666666666666,3,1
City Hotel,0,111,2022,February,2,41,14,0,10,4,3,0,SC,PRT,Direct,TA/TO,0,0,2,G,H,2,No Deposit,5.0,5.0,13,Transient-Party,408.21243112815614,1,4,Check-Out,2022-06-12,31.288640162961347,121.53835104832716,2022-02-14,0,1,0,10,0.0,7,1
City Hotel,0,63,2023,May,5,42,9,2,9,1,1,1,FB,GBR,Groups,Corporate,0,0,2,F,D,3,No Deposit,7.0,5.0,22,Transient,433.5335673461434,0,1,No-Show,2022-02-08,31.160101005838374,121.48888677189598,2023-05-09,1,2,0,11,0.18181818181818182,3,1
City Hotel,1,116,2023,August,8,37,15,0,8,4,1,0,BB,USA,Online TA,Direct,0,2,2,E,A,3,No Deposit,15.0,5.0,29,Transient,315.74943779651386,2,1,Canceled,2022-07-06,31.18839979947499,121.58641236972564,2023-08-15,1,3,0,8,0.0,5,1
Resort Hotel,0,20,2023,December,12,39,3,2,8,2,1,0,FB,CHN,Corporate,Corporate,0,0,4,B,E,4,Non Refund,5.0,5.0,26,Transient,430.31831416761537,0,4,Check-Out,2022-06-02,31.292457272731596,121.59903453168772,2023-12-03,6,4,1,10,0.2,3,1
City Hotel,0,117,2022,August,8,27,1,1,9,3,3,1,HB,FRA,Offline TA,Corporate,0,2,2,D,D,0,Refundable,14.0,5.0,26,Transient,166.53173776713038,1,1,No-Show,2023-01-12,31.15955699545704,121.52101760251284,2022-08-01,0,3,0,10,0.1,7,1
City Hotel,1,133,2023,June,6,41,18,1,6,1,2,1,SC,ITA,Corporate,Direct,0,0,4,D,H,3,No Deposit,17.0,5.0,2,Transient,159.57632069423323,2,0,Canceled,2022-01-25,31.251908360581066,121.57339722658156,2023-06-18,6,2,1,7,0.14285714285714285,4,1
Resort Hotel,0,150,2023,November,11,3,30,4,13,1,3,1,FB,ITA,Offline TA,TA/TO,0,0,1,D,C,3,No Deposit,4.0,5.0,20,Contract,442.9655390515998,1,2,Check-Out,2023-03-08,31.248573235855662,121.4233182098746,2023-11-30,3,4,0,17,0.23529411764705882,5,1
City Hotel,0,45,2023,April,4,29,1,0,2,2,0,1,SC,CHN,Direct,Direct,0,1,1,C,A,1,Refundable,8.0,5.0,6,Transient,368.54811209157793,1,3,Check-Out,2022-07-11,31.23469635440087,121.4305474948593,2023-04-01,5,2,1,2,0.0,3,1
Resort Hotel,0,312,2022,March,3,43,25,4,9,3,1,0,HB,PRT,Corporate,TA/TO,0,2,4,C,F,1,No Deposit,11.0,5.0,0,Transient,205.47469098088263,0,4,Check-Out,2023-11-30,31.204201973030337,121.59476722909896,2022-03-25,4,1,0,13,0.3076923076923077,4,1
City Hotel,1,155,2022,May,5,23,10,3,4,2,1,0,HB,ESP,Groups,Direct,0,0,1,F,G,2,No Deposit,9.0,5.0,18,Transient-Party,133.61779642436548,2,0,Canceled,2023-12-31,31.180989234802425,121.59358099896922,2022-05-10,1,2,0,7,0.42857142857142855,3,1
Resort Hotel,0,322,2023,November,11,50,27,4,5,4,3,1,BB,CHN,Corporate,Direct,0,2,4,A,A,3,No Deposit,3.0,5.0,13,Transient-Party,390.2296124649965,2,0,Check-Out,2022-01-05,31.115377097110684,121.56315688056988,2023-11-27,0,4,0,9,0.4444444444444444,8,1
City Hotel,1,36,2022,March,3,6,18,2,11,2,0,1,FB,CHN,Corporate,Corporate,0,0,3,A,D,2,No Deposit,9.0,5.0,26,Transient,173.22500802168938,2,2,Canceled,2023-05-24,31.215799460137923,121.4227787472219,2022-03-18,4,1,0,13,0.15384615384615385,3,1
Resort Hotel,0,271,2023,April,4,51,6,2,7,4,3,1,FB,PRT,Direct,Direct,0,1,0,E,C,3,Non Refund,9.0,5.0,22,Group,492.7652108714589,1,0,Check-Out,2023-08-24,31.144266567943557,121.56420004947326,2023-04-06,3,2,0,9,0.2222222222222222,8,1
Resort Hotel,1,277,2022,October,10,15,3,3,2,4,3,1,HB,PRT,Online TA,Corporate,0,1,1,A,A,0,No Deposit,15.0,5.0,18,Transient-Party,487.7965145178928,1,1,Canceled,2023-04-24,31.245150586346984,121.58949356341805,2022-10-03,0,4,0,5,0.6,8,1
City Hotel,0,163,2022,August,8,7,3,0,12,4,2,0,BB,ITA,Online TA,Direct,0,0,2,G,G,2,Refundable,4.0,5.0,28,Contract,388.4216996793488,0,1,No-Show,2023-02-19,31.212713494453887,121.42990201718048,2022-08-03,2,3,0,12,0.0,6,1
City Hotel,0,115,2022,January,1,8,19,4,4,1,2,1,SC,USA,Groups,TA/TO,0,0,0,C,B,1,No Deposit,14.0,5.0,15,Contract,225.64981826613047,2,0,Check-Out,2023-11-20,31.23540342831705,121.5711834917267,2022-01-19,2,1,0,8,0.5,4,1
Resort Hotel,1,89,2023,July,7,31,29,2,11,3,1,1,FB,ESP,Online TA,Direct,0,2,0,A,H,2,Refundable,14.0,5.0,26,Transient,244.04386235801215,0,3,Canceled,2022-01-17,31.109015499182053,121.5361629770502,2023-07-29,5,3,1,13,0.15384615384615385,5,1
Resort Hotel,0,79,2023,December,12,45,17,2,14,1,0,0,FB,ITA,Corporate,Direct,0,1,2,D,E,3,No Deposit,5.0,5.0,11,Transient,73.34337556333632,0,4,Check-Out,2022-03-02,31.103863962337964,121.5127504534897,2023-12-17,6,4,1,16,0.125,1,0
City Hotel,0,297,2023,March,3,23,30,3,7,2,2,1,BB,PRT,Groups,Corporate,0,2,3,A,A,3,No Deposit,3.0,4.0,23,Group,322.1418739216858,1,2,Check-Out,2023-05-19,31.19964508336697,121.4834771510016,2023-03-30,3,1,0,10,0.3,5,1
Resort Hotel,0,130,2023,May,5,10,17,0,2,1,0,1,SC,FRA,Offline TA,Corporate,1,2,2,E,F,0,No Deposit,13.0,5.0,21,Transient-Party,249.86040372015444,1,0,Check-Out,2022-11-04,31.21523664790616,121.49549457779648,2023-05-17,2,2,0,2,0.0,2,1
Resort Hotel,0,212,2023,April,4,29,7,1,6,1,3,0,SC,FRA,Online TA,Direct,0,0,4,E,B,3,No Deposit,15.0,3.0,22,Transient,341.88573612027034,0,1,Check-Out,2022-07-09,31.226145921122573,121.49570004639894,2023-04-07,4,2,0,7,0.14285714285714285,4,1
City Hotel,0,281,2023,January,1,40,6,2,1,1,0,1,FB,FRA,Direct,TA/TO,0,0,4,A,B,0,Non Refund,1.0,5.0,11,Transient,297.7349458262491,2,1,No-Show,2023-12-20,31.25908143760128,121.46305812291178,2023-01-06,4,1,0,3,0.6666666666666666,2,1
Resort Hotel,0,356,2022,September,9,1,13,4,11,4,3,0,HB,DEU,Offline TA,TA/TO,0,2,3,A,E,3,Refundable,16.0,5.0,14,Transient,398.3743129165833,2,0,Check-Out,2022-05-13,31.25017576759333,121.47804165596202,2022-09-13,1,3,0,15,0.26666666666666666,7,1
City Hotel,1,310,2023,December,12,33,21,2,11,4,3,0,HB,PRT,Direct,Corporate,0,2,2,F,G,1,No Deposit,5.0,4.0,8,Transient,188.34550207110289,0,3,Canceled,2023-07-11,31.275234647718975,121.51924373852152,2023-12-21,3,4,0,13,0.15384615384615385,7,1
City Hotel,1,244,2022,October,10,13,29,0,6,1,2,0,FB,DEU,Online TA,TA/TO,0,2,4,E,G,2,Refundable,16.0,5.0,19,Transient,286.21052388584167,1,3,Canceled,2023-12-18,31.156040241336672,121.53044962304976,2022-10-29,5,4,1,6,0.0,3,1
Resort Hotel,0,255,2023,July,7,26,4,2,13,3,2,0,HB,ESP,Corporate,Corporate,0,2,1,G,G,1,No Deposit,16.0,5.0,29,Transient,231.30443176717552,1,2,Check-Out,2023-10-17,31.12766939310399,121.50240002208864,2023-07-04,1,3,0,15,0.13333333333333333,5,1
Resort Hotel,0,334,2022,November,11,14,22,3,4,4,1,1,BB,ESP,Offline TA,TA/TO,0,1,3,A,F,2,Refundable,9.0,5.0,16,Transient,441.7498246503715,1,2,Check-Out,2022-01-24,31.23881778000829,121.40605009905278,2022-11-22,1,4,0,7,0.42857142857142855,6,1
City Hotel,1,251,2023,July,7,49,6,2,5,2,1,1,HB,GBR,Online TA,Corporate,0,1,4,C,B,4,No Deposit,11.0,5.0,10,Transient,336.9049742338107,2,3,Canceled,2023-09-08,31.29358275108497,121.5446567112,2023-07-06,3,3,0,7,0.2857142857142857,4,1
City Hotel,0,22,2022,February,2,50,20,3,14,1,1,1,HB,ITA,Online TA,Direct,0,1,3,A,C,2,Refundable,20.0,5.0,27,Transient,229.2753809694845,0,4,Check-Out,2023-08-23,31.190064571867246,121.58193750481642,2022-02-20,6,1,1,17,0.17647058823529413,3,1
Resort Hotel,1,348,2023,May,5,35,13,0,0,1,1,1,FB,DEU,Direct,TA/TO,0,2,2,F,H,1,No Deposit,15.0,5.0,14,Transient,66.0117423382979,0,2,Canceled,2022-08-17,31.19155399647534,121.4058544360987,2023-05-13,5,2,1,0,0.0,3,1
Resort Hotel,0,195,2022,February,2,43,2,1,13,2,2,0,SC,ESP,Online TA,TA/TO,0,0,1,D,D,3,No Deposit,9.0,5.0,15,Transient,224.64923643214195,2,0,Check-Out,2023-07-18,31.16944918293448,121.5212375980375,2022-02-02,2,1,0,14,0.07142857142857142,4,1
City Hotel,0,148,2022,November,11,7,25,4,0,4,1,0,BB,USA,Corporate,Corporate,0,2,4,C,E,4,Non Refund,8.0,5.0,3,Group,376.80895222404814,1,0,Check-Out,2022-12-18,31.241635272889567,121.56705021330332,2022-11-25,4,4,0,4,1.0,5,1
Resort Hotel,0,173,2023,August,8,38,29,0,8,3,3,1,FB,ITA,Corporate,TA/TO,0,2,0,H,C,3,No Deposit,16.0,5.0,10,Group,305.2742366721644,0,1,Check-Out,2022-05-25,31.130516913495715,121.46414242934492,2023-08-29,1,3,0,8,0.0,7,1
Resort Hotel,1,363,2023,February,2,9,17,0,7,1,1,0,SC,DEU,Offline TA,Direct,0,1,0,C,C,3,No Deposit,2.0,5.0,14,Transient,72.88756063572805,2,4,Canceled,2023-08-01,31.244419289338545,121.41205767107324,2023-02-17,4,1,0,7,0.0,2,1
City Hotel,0,120,2022,June,6,43,28,3,6,1,0,0,BB,ITA,Corporate,Direct,0,2,2,D,E,2,No Deposit,12.0,5.0,17,Transient,280.31017078387833,1,2,Check-Out,2023-06-30,31.280074381057645,121.55025057803218,2022-06-28,1,2,0,9,0.3333333333333333,1,0
City Hotel,1,39,2023,March,3,51,1,2,5,1,1,0,HB,ESP,Online TA,Corporate,0,1,2,A,A,1,Refundable,1.0,5.0,25,Transient,337.71362261252784,0,0,Canceled,2023-09-14,31.15021726537737,121.5672899795692,2023-03-01,2,1,0,7,0.2857142857142857,2,1
Resort Hotel,0,150,2022,August,8,38,7,2,14,3,3,1,FB,DEU,Groups,TA/TO,0,1,0,F,H,2,No Deposit,1.0,5.0,4,Transient-Party,386.66723541228765,1,0,Check-Out,2023-08-13,31.152715605057,121.56235974748324,2022-08-07,6,3,1,16,0.125,7,1
City Hotel,0,70,2023,July,7,33,7,4,6,1,0,1,SC,ESP,Direct,Direct,0,2,4,A,F,3,No Deposit,3.0,5.0,5,Transient,361.8654158660625,1,1,Check-Out,2023-11-23,31.20783540373728,121.49441280688146,2023-07-07,4,3,0,10,0.4,2,1
City Hotel,0,183,2023,May,5,19,13,3,9,4,3,1,FB,ITA,Groups,TA/TO,0,2,3,H,B,4,No Deposit,1.0,5.0,16,Transient,478.62490576993673,1,4,Check-Out,2023-05-06,31.154095508221676,121.5987838673675,2023-05-13,5,2,1,12,0.25,8,1
Resort Hotel,0,78,2023,April,4,33,1,0,7,4,3,0,SC,CHN,Corporate,Direct,0,1,2,G,A,3,No Deposit,5.0,5.0,3,Transient,434.92610212220006,1,2,Check-Out,2023-06-21,31.176522398782847,121.50295355946076,2023-04-01,5,2,1,7,0.0,7,1
Resort Hotel,0,305,2023,April,4,23,2,3,4,1,3,0,HB,GBR,Online TA,Corporate,0,2,4,C,D,4,No Deposit,20.0,5.0,13,Transient,233.0467891206202,2,0,No-Show,2023-12-13,31.212076302979877,121.550345260037,2023-04-02,6,2,1,7,0.42857142857142855,4,1
Resort Hotel,0,150,2022,June,6,7,17,3,0,1,1,1,BB,DEU,Direct,TA/TO,0,1,2,A,B,2,No Deposit,4.0,5.0,16,Transient,220.96939501751996,1,0,Check-Out,2023-02-10,31.16625979132116,121.59461029333758,2022-06-17,4,2,0,3,1.0,3,1
Resort Hotel,0,235,2022,April,4,36,4,1,1,1,1,1,BB,CHN,Online TA,Direct,0,0,1,B,F,4,No Deposit,14.0,8.0,6,Contract,94.36529342798988,0,3,Check-Out,2022-05-10,31.22981985773317,121.47060862179306,2022-04-04,0,2,0,2,0.5,3,1
Resort Hotel,0,161,2023,July,7,15,25,4,0,1,1,1,HB,DEU,Direct,TA/TO,1,0,0,C,E,1,No Deposit,3.0,5.0,1,Transient,191.59431686418404,0,1,Check-Out,2023-07-20,31.27533869479141,121.52982123443206,2023-07-25,1,3,0,4,1.0,3,1
Resort Hotel,1,179,2023,April,4,39,27,0,2,3,3,0,SC,ESP,Corporate,TA/TO,0,2,0,D,B,2,No Deposit,14.0,8.0,23,Transient,261.94389710259185,1,3,Canceled,2023-08-06,31.227322386449416,121.55404064861028,2023-04-27,3,2,0,2,0.0,6,1
Resort Hotel,1,73,2022,March,3,25,25,4,2,2,0,0,FB,GBR,Online TA,Direct,0,1,0,H,B,1,No Deposit,11.0,5.0,6,Transient,487.1710993984362,2,4,Canceled,2022-03-14,31.291830313958627,121.59994569370583,2022-03-25,4,1,0,6,0.6666666666666666,2,0
City Hotel,0,323,2023,October,10,45,28,2,0,3,3,1,SC,PRT,Groups,TA/TO,0,1,1,G,A,2,No Deposit,16.0,5.0,27,Transient,272.3589037337173,2,4,Check-Out,2023-05-30,31.265412468987783,121.48017676451356,2023-10-28,5,4,1,2,1.0,7,1
City Hotel,0,134,2023,December,12,16,9,2,12,4,1,1,HB,ESP,Offline TA,Corporate,0,1,2,F,D,4,Refundable,5.0,5.0,25,Transient,372.8402552125666,1,0,Check-Out,2022-08-24,31.11832623278947,121.502439013268,2023-12-09,5,4,1,14,0.14285714285714285,6,1
Resort Hotel,1,304,2022,June,6,9,30,0,1,2,0,1,SC,PRT,Corporate,Direct,1,2,0,E,E,2,No Deposit,17.0,5.0,5,Transient-Party,311.04039933775977,2,2,Canceled,2023-07-12,31.26775586800812,121.50205314197648,2022-06-30,3,2,0,1,0.0,3,1
City Hotel,0,339,2023,April,4,34,15,3,9,4,0,0,FB,FRA,Groups,Direct,0,1,1,A,A,2,No Deposit,5.0,5.0,23,Transient,351.131968197386,0,1,No-Show,2023-01-20,31.182151937449344,121.46279710219594,2023-04-15,5,2,1,12,0.25,4,0
City Hotel,0,86,2023,July,7,23,16,1,8,2,3,1,SC,CHN,Direct,TA/TO,0,0,0,C,B,1,No Deposit,17.0,5.0,2,Transient,195.7000769600135,2,1,Check-Out,2023-03-06,31.21434229911174,121.52037430744352,2023-07-16,6,3,1,9,0.1111111111111111,6,1
Resort Hotel,1,317,2023,January,1,46,30,4,8,4,3,0,BB,CHN,Online TA,TA/TO,1,1,0,F,D,3,No Deposit,4.0,5.0,12,Transient,241.0937318365507,1,0,Canceled,2023-05-04,31.11490527368065,121.57151948936878,2023-01-30,0,1,0,12,0.3333333333333333,7,1
City Hotel,0,272,2023,November,11,26,29,1,5,1,1,0,BB,GBR,Offline TA,Corporate,0,1,1,A,H,4,No Deposit,9.0,8.0,15,Transient,237.0249617436748,2,2,No-Show,2023-06-17,31.27637491064205,121.4631851969868,2023-11-29,2,4,0,6,0.16666666666666666,2,1
